Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
1255,22,84.95,70.43,65.19,1.7,1
1256,19,56.53,86.65,73.94,4.0,1
1257,23,73.29,69.05,75.64,3.5,1
1258,20,70.87,62.55,86.06,6.4,1
1259,25,57.18,81.38,80.92,2.9,1
1260,20,94.17,96.73,90.14,6.5,1
1261,24,93.55,93.88,91.93,7.7,1
1262,20,88.69,77.24,84.82,6.4,1
1263,24,91.01,89.33,84.53,5.6,1
1264,24,69.2,100.0,67.27,3.0,1
1265,23,70.57,71.28,70.59,3.3,1
1266,20,100.0,66.76,92.16,7.5,1
1267,24,82.33,72.76,89.9,6.6,1
1268,21,87.05,82.21,85.59,4.9,1
1269,22,77.66,53.34,74.28,4.2,1
1270,19,49.22,64.73,79.08,0.9,1
1271,19,53.25,73.26,66.51,2.9,1
1272,23,85.61,100.0,96.22,8.8,1
1273,20,82.76,82.92,72.71,2.4,1
1274,20,89.08,86.58,94.27,5.4,1
1275,24,95.14,55.05,71.83,7.0,1
1276,25,62.63,78.55,89.11,2.5,1
1277,18,97.36,84.67,77.91,5.4,1
1278,24,76.05,83.77,80.76,6.9,1
1279,22,82.13,54.24,81.56,5.0,1
1280,21,97.0,82.78,85.82,10.7,1
1281,19,68.36,51.1,72.82,1.7,1
1282,24,99.69,57.12,78.3,7.1,1
1283,18,72.05,74.07,73.79,4.7,1
1284,18,71.0,69.93,86.9,6.5,1
1285,24,82.9,100.0,74.59,5.9,1
1286,23,71.5,68.47,70.85,3.5,1
1287,19,100.0,92.03,70.02,5.5,1
1288,23,75.67,45.07,68.57,1.3,1
1289,21,79.51,72.24,92.89,6.2,1
1290,18,71.24,77.96,74.43,5.6,1
1291,18,65.1,68.0,76.75,6.3,1
1292,22,76.05,76.23,85.75,7.1,1
1293,21,83.25,74.48,78.43,5.7,1
1294,18,95.17,73.09,98.43,5.3,1
1295,21,85.82,91.86,75.1,3.2,1
1296,19,78.09,75.34,79.88,3.6,1
1297,20,83.97,87.95,92.35,7.4,1
1298,18,91.39,90.18,93.2,7.9,1
1299,22,73.31,80.85,80.87,4.5,1
1300,19,97.48,74.31,78.91,5.1,1
1301,24,72.71,65.75,92.59,3.2,1
1302,21,86.04,83.9,83.8,7.3,1
1303,24,61.74,92.78,79.07,6.3,1
1304,23,89.75,100.0,82.63,8.9,1
1305,19,82.96,66.72,62.59,3.2,1
1306,24,66.92,81.81,84.97,4.2,1
1307,25,73.99,74.16,62.22,5.5,1
1308,25,91.83,79.31,82.55,6.3,1
1309,18,64.03,68.12,77.56,4.6,1
1310,21,85.48,67.72,94.52,3.3,1
1311,20,80.08,96.5,68.95,6.8,1
1312,19,80.31,80.31,75.59,6.4,1
1313,18,63.36,71.22,75.31,3.2,1
1314,22,91.88,65.73,83.82,7.7,1
1315,23,100.0,78.19,80.2,7.3,1
1316,21,88.71,73.0,79.95,5.3,1
1317,19,71.96,65.65,70.32,5.2,1
1318,25,94.66,78.56,85.06,6.1,1
1319,19,71.73,64.75,58.03,3.3,1
1320,20,94.04,76.26,79.99,5.1,1
1321,25,75.17,63.56,66.6,0.7,1
1322,20,55.97,68.93,91.73,6.8,1
1323,22,60.66,60.92,87.84,1.9,1
1324,23,98.44,84.93,83.35,8.0,1
1325,22,79.42,87.11,89.73,4.3,1
1326,18,68.56,76.88,76.67,4.6,1
1327,18,69.76,63.16,69.67,3.7,1
1328,22,59.14,77.99,92.77,4.4,1
1329,23,87.52,100.0,89.77,7.8,1
1330,22,87.11,71.0,70.04,0.0,1
1331,23,95.85,89.37,90.7,7.6,1
1332,23,100.0,85.81,83.59,5.7,1
1333,24,81.62,85.08,74.65,2.6,1
1334,25,83.67,81.31,64.99,2.8,1
1335,21,100.0,92.0,84.64,8.4,1
1336,23,78.07,82.12,81.19,3.1,1
1337,20,71.23,55.12,74.42,2.7,1
1338,23,97.23,63.87,91.82,7.3,1
1339,23,96.64,78.99,84.47,5.7,1
1340,23,69.5,70.12,69.17,3.1,1
1341,24,73.98,69.67,70.25,5.4,1
1342,25,75.09,78.61,74.54,2.9,1
1343,24,94.91,59.25,80.21,7.2,1
1344,18,94.28,74.88,86.89,7.1,1
1345,24,69.06,72.48,76.45,6.1,1
1346,20,100.0,57.46,76.48,5.7,1
1347,20,84.09,100.0,95.42,8.5,1
1348,24,77.35,58.69,81.19,5.0,1
1349,25,63.77,60.74,69.58,2.6,1
1350,22,100.0,88.6,81.94,5.9,1
1351,21,95.02,95.35,99.43,9.2,1
1352,25,65.49,55.7,78.35,3.0,1
1353,24,86.54,81.09,83.34,4.3,1
1354,23,90.09,80.88,75.58,5.8,1
1355,19,77.82,100.0,88.01,4.9,1
1356,21,82.41,73.85,94.54,3.0,1
1357,21,78.35,79.91,78.07,7.2,1
1358,20,88.87,78.52,79.74,9.6,1
1359,21,61.1,67.27,82.2,5.4,1
1360,24,61.36,59.69,83.4,3.2,1
1361,23,88.78,82.15,73.07,1.9,1
1362,23,97.91,76.72,72.57,5.5,1
1363,18,87.26,88.38,83.53,7.2,1
1364,23,99.63,96.17,86.78,6.0,1
1365,25,78.4,46.7,76.74,5.0,1
1366,23,73.97,86.75,82.46,3.8,1
1367,20,73.97,69.06,84.92,2.8,1
1368,23,83.85,85.32,85.32,6.7,1
1369,18,83.25,70.46,83.38,6.8,1
1370,19,82.13,56.64,80.43,1.9,1
1371,24,91.1,90.47,79.55,8.2,1
1372,20,90.42,100.0,74.56,6.1,1
1373,25,98.71,95.44,83.47,7.8,1
1374,19,75.78,82.09,70.66,2.3,1
1375,20,62.2,64.6,68.17,2.3,1
1376,22,65.57,66.9,94.04,4.7,1
1377,21,84.49,68.63,99.38,6.0,1
1378,22,89.09,79.94,84.37,8.6,1
1379,23,85.07,54.57,83.53,6.4,1
1380,19,78.34,64.8,77.5,4.5,1
1381,23,99.54,61.98,84.66,2.9,1
1382,21,74.2,80.4,95.45,7.5,1
1383,20,54.4,70.88,61.98,3.1,1
1384,21,93.22,89.25,90.41,8.3,1
1385,18,74.44,73.02,68.35,4.4,1
1386,21,92.76,77.62,100.0,8.2,1
1387,18,90.04,55.64,86.32,6.4,1
1388,21,91.94,67.2,72.81,4.7,1
1389,24,61.93,60.33,76.07,4.0,1
1390,18,72.33,78.49,76.29,4.3,1
1391,19,86.99,88.61,86.0,5.9,1
1392,23,88.3,86.86,88.74,5.2,1
1393,25,98.33,80.48,68.41,3.8,1
1394,23,88.66,72.5,94.11,4.7,1
1395,22,80.03,69.34,93.25,5.2,1
1396,23,58.2,53.13,64.4,0.7,1
1397,20,77.06,59.61,82.38,5.9,1
1398,24,68.07,80.9,89.69,3.0,1
1399,21,79.65,66.0,85.26,2.7,1
1400,22,72.37,49.84,70.51,1.6,1
1401,20,55.96,54.28,79.31,1.4,1
1402,20,67.54,56.5,98.58,2.3,1
1403,18,84.58,71.32,78.04,3.6,1
1404,23,95.22,99.51,82.74,8.9,1
1405,19,82.39,67.52,79.18,3.9,1
1406,25,85.03,49.17,82.77,5.4,1
1407,19,98.66,75.13,77.4,5.8,1
1408,22,83.26,74.03,84.13,5.3,1
1409,24,75.54,71.7,69.56,4.8,1
1410,19,63.64,60.27,69.88,2.6,1
1411,21,91.2,86.31,91.87,7.9,1
1412,19,66.39,86.59,73.16,8.6,1
1413,22,67.96,64.5,80.43,1.6,1
1414,25,71.94,73.95,59.9,3.0,1
1415,19,64.56,68.04,64.95,4.4,1
1416,21,65.02,63.46,72.21,3.1,1
1417,18,91.1,94.56,84.29,6.0,1
1418,24,77.81,77.21,87.6,3.5,1
1419,22,93.92,97.82,89.06,9.3,1
1420,18,90.26,96.91,82.83,7.4,1
1421,18,82.13,82.51,85.44,5.4,1
1422,18,98.73,92.44,77.23,7.1,1
1423,20,87.83,62.65,85.52,7.2,1
1424,24,62.12,74.15,68.2,3.9,1
1425,25,91.5,68.01,77.46,3.4,1
1426,23,84.3,95.73,79.36,5.2,1
1427,24,79.21,91.23,76.97,6.7,1
1428,20,68.37,68.33,81.92,5.3,1
1429,23,74.36,69.87,74.87,1.8,1
1430,24,74.03,72.21,86.2,3.4,1
1431,18,95.44,80.15,66.95,4.9,1
1432,22,75.94,62.17,78.99,4.8,1
1433,23,83.33,91.02,81.72,8.9,1
1434,21,80.56,63.86,81.36,2.2,1
1435,21,92.25,81.39,88.03,6.0,1
1436,19,90.69,75.31,90.06,8.0,1
1437,23,100.0,81.48,83.37,9.5,1
1438,22,77.22,86.69,85.48,4.2,1
1439,25,85.34,65.38,69.76,6.0,1
1440,20,94.95,66.57,68.32,6.1,1
1441,18,87.45,75.58,70.59,5.4,1
1442,19,77.71,65.14,79.33,4.8,1
1443,21,96.22,67.08,87.2,5.9,1
1444,20,41.35,61.26,46.19,0.0,0
1445,20,100.0,61.14,93.38,6.4,1
1446,18,63.84,63.8,81.65,5.3,1
1447,25,72.53,98.45,66.66,4.6,1
1448,25,91.89,92.81,89.01,9.1,1
1449,23,74.64,62.14,86.14,3.7,1
1450,21,87.66,77.62,83.2,4.2,1
1451,25,81.42,93.81,96.79,9.0,1
1452,22,77.51,81.83,65.67,3.3,1
1453,25,70.92,70.17,74.49,3.9,1
1454,20,82.05,85.82,72.0,4.7,1
1455,18,84.45,55.64,97.14,6.7,1
1456,22,82.13,63.52,85.91,5.4,1
1457,23,66.7,69.17,97.58,2.4,1
1458,21,71.6,75.66,74.06,3.9,1
1459,23,79.27,60.46,71.8,3.8,1
1460,20,88.84,77.51,78.46,4.8,1
1461,22,76.72,70.21,92.83,5.9,1
1462,22,73.71,74.08,78.67,5.8,1
1463,22,75.33,76.5,73.8,1.4,1
1464,20,85.97,92.21,84.97,7.1,1
1465,20,89.8,64.54,81.32,5.5,1
1466,23,79.34,70.71,80.38,7.8,1
1467,19,64.91,72.77,80.7,5.9,1
1468,23,81.27,81.28,82.96,7.2,1
1469,21,75.04,69.81,81.74,5.9,1
1470,18,87.31,95.59,92.95,7.7,1
1471,22,76.63,82.17,96.09,6.0,1
1472,19,86.81,79.27,72.88,4.8,1
1473,18,90.62,73.3,85.86,9.5,1
1474,19,86.9,94.41,77.0,6.8,1
1475,25,84.88,44.46,83.7,6.1,1
1476,25,74.15,77.21,70.49,2.4,1
1477,24,71.96,78.41,76.72,2.4,1
1478,25,86.91,71.61,90.03,5.6,1
1479,23,72.94,91.17,60.39,5.3,1
1480,25,90.39,70.64,81.53,3.8,1
1481,20,78.53,76.65,76.92,5.3,1
1482,22,76.48,88.67,90.08,8.2,1
1483,23,86.08,100.0,75.63,6.4,1
1484,18,64.59,84.23,84.97,2.7,1
1485,24,86.05,82.81,86.91,4.8,1
1486,24,97.3,59.25,81.35,3.4,1
1487,24,69.73,74.32,84.75,4.2,1
1488,18,80.92,62.84,72.44,4.2,1
1489,18,59.44,81.87,73.04,4.0,1
1490,18,77.04,69.19,81.02,2.5,1
1491,18,70.24,60.61,73.26,4.7,1
1492,24,70.45,72.67,89.37,3.9,1
1493,24,53.99,49.81,67.41,0.0,1
1494,19,99.62,89.11,92.22,9.1,1
1495,23,96.67,71.29,100.0,7.2,1
1496,22,77.83,72.93,72.75,4.2,1
1497,25,71.36,84.01,80.55,5.0,1
1498,25,89.0,67.46,83.83,2.7,1
1499,20,82.7,80.51,94.41,8.4,1
1500,24,69.78,88.84,84.98,8.8,1
1501,20,85.48,84.27,76.47,5.3,1
1502,23,74.95,67.71,82.13,7.0,1
1503,23,91.09,79.33,92.38,5.4,1
1504,20,68.09,82.71,72.37,2.3,1
1505,24,83.64,79.48,79.02,4.2,1
1506,20,94.92,76.59,77.19,5.3,1
1507,25,65.21,79.98,83.84,4.1,1
1508,19,73.14,79.23,80.44,4.6,1
1509,25,78.64,83.44,71.57,4.8,1
1510,21,94.78,50.11,71.85,4.8,1
1511,24,73.72,56.66,64.21,5.1,1
1512,24,67.75,80.76,69.15,2.9,1
1513,22,80.58,52.74,83.55,3.6,1
1514,18,66.43,72.02,85.39,2.4,1
1515,21,87.53,76.78,89.48,7.0,1
1516,23,51.88,50.45,76.04,0.8,1
1517,24,100.0,86.1,83.59,7.3,1
1518,20,74.92,85.81,91.8,7.8,1
1519,21,74.98,98.52,81.09,4.4,1
1520,22,64.68,52.5,84.44,0.0,1
1521,23,97.03,90.18,77.81,4.3,1
1522,18,66.45,78.93,90.54,4.9,1
1523,18,93.84,61.07,82.99,3.0,1
1524,22,84.57,81.59,83.88,4.0,1
1525,22,93.47,91.09,70.11,8.1,1
1526,20,74.05,79.33,90.03,6.3,1
1527,24,80.31,72.8,75.38,3.2,1
1528,18,63.17,58.24,70.05,1.8,1
1529,23,90.57,62.99,66.74,4.3,1
1530,21,69.09,82.91,79.16,4.6,1
1531,23,81.87,75.31,82.27,6.0,1
1532,19,71.15,70.74,67.38,3.9,1
1533,19,73.12,81.36,70.21,6.0,1
1534,22,99.11,89.88,91.69,8.9,1
1535,20,90.15,62.65,90.17,6.6,1
1536,19,91.79,90.14,81.32,4.9,1
1537,18,61.0,75.25,88.41,4.6,1
1538,23,88.54,70.47,77.91,4.3,1
1539,23,100.0,87.37,84.37,7.4,1
1540,22,71.58,73.94,70.06,3.7,1
1541,24,99.25,84.5,67.72,5.1,1
1542,24,77.67,81.76,95.04,5.1,1
1543,21,63.28,80.61,87.05,4.0,1
1544,22,68.84,83.11,63.46,2.3,1
1545,25,92.28,87.4,82.45,5.6,1
1546,21,71.32,72.77,79.0,4.9,1
1547,25,77.0,64.53,79.81,6.0,1
1548,24,82.64,91.71,74.53,3.9,1
1549,22,87.23,79.35,87.85,7.4,1
1550,25,80.45,63.92,82.95,3.2,1
1551,22,92.58,64.36,90.02,8.4,1
1552,22,74.3,68.56,72.04,1.5,1
1553,24,78.38,79.49,80.54,5.9,1
1554,21,85.32,59.82,89.49,6.0,1
1555,21,65.93,75.64,80.51,3.4,1
1556,22,95.28,71.42,82.18,5.8,1
1557,19,81.46,100.0,84.91,7.6,1
1558,20,78.09,54.97,73.96,0.6,1
1559,24,80.66,72.78,78.25,6.0,1
1560,20,67.02,49.5,76.57,0.0,1
1561,20,69.35,84.63,67.59,3.1,1
1562,21,79.74,80.43,83.31,8.3,1
1563,21,58.95,62.7,82.49,3.8,1
1564,19,62.55,76.58,66.34,2.7,1
1565,20,75.56,57.24,66.62,4.6,1
1566,20,94.42,94.8,88.7,9.1,1
1567,22,79.0,85.28,59.03,1.3,1
1568,21,69.24,75.5,65.41,2.9,1
1569,20,80.18,91.65,92.05,8.0,1
1570,23,76.67,96.54,85.76,8.7,1
1571,19,84.2,94.92,89.88,4.8,1
1572,25,86.33,82.02,65.36,2.5,1
1573,23,100.0,92.88,87.65,9.2,1
1574,23,96.7,95.45,89.6,8.2,1
1575,25,90.59,68.57,73.44,6.4,1
1576,24,92.18,79.52,85.05,3.4,1
1577,24,83.02,62.63,83.89,4.9,1
1578,19,85.56,69.7,66.53,4.7,1
1579,23,78.89,40.11,81.1,5.7,1
1580,20,75.08,88.52,88.89,7.9,1
1581,21,78.56,72.67,78.88,6.8,1
1582,19,73.31,81.73,63.76,2.8,1
1583,22,89.01,88.08,87.83,7.8,1
1584,25,100.0,90.29,98.89,5.6,1
1585,23,85.01,66.2,79.7,6.4,1
1586,19,100.0,96.16,98.35,7.9,1
1587,18,69.05,93.67,69.58,2.8,1
1588,18,76.58,83.87,81.52,4.9,1
1589,24,63.41,81.18,83.97,3.9,1
1590,25,63.28,67.74,73.73,1.9,1
1591,21,87.37,70.8,79.02,5.7,1
1592,20,95.08,99.13,95.81,10.0,1
1593,21,78.33,45.83,87.73,1.3,1
1594,21,81.51,69.69,82.2,4.9,1
1595,21,80.38,57.65,78.47,6.3,1
1596,25,100.0,67.16,78.88,5.2,1
1597,21,78.46,82.1,99.76,4.8,1
1598,22,83.83,73.26,75.88,2.4,1
1599,25,77.49,77.11,76.24,5.5,1
1600,22,82.6,72.54,67.84,3.5,1
1601,25,76.08,39.17,56.59,0.6,1
1602,24,89.28,77.73,87.71,7.4,1
1603,19,62.16,72.52,89.04,6.9,1
1604,18,80.48,67.39,77.03,5.1,1
1605,21,93.8,83.69,80.88,5.5,1
1606,24,91.57,70.97,74.84,7.1,1
1607,19,85.66,68.94,81.86,5.4,1
1608,18,68.18,55.36,87.45,6.8,1
1609,23,71.0,69.67,74.52,4.4,1
1610,20,91.91,69.75,98.72,7.6,1
1611,22,85.9,77.75,74.5,5.6,1
1612,23,93.35,64.79,83.07,5.4,1
1613,25,71.05,68.75,81.79,2.5,1
1614,18,85.86,75.06,80.58,5.6,1
1615,23,75.06,89.96,75.09,3.3,1
1616,20,66.23,77.07,65.97,3.7,1
1617,24,52.64,48.12,87.66,3.4,1
1618,18,78.01,53.52,74.44,2.9,1
1619,23,94.34,88.26,92.7,9.2,1
1620,22,81.92,71.94,90.78,7.7,1
1621,22,75.21,50.78,82.57,8.8,1
1622,19,79.1,83.99,73.62,2.6,1
1623,23,77.64,83.94,90.88,5.1,1
1624,21,77.77,73.45,65.86,2.4,1
1625,23,94.44,63.51,94.22,3.6,1
1626,24,53.19,74.73,70.44,3.2,1
1627,18,80.5,74.05,75.56,7.5,1
1628,18,75.51,75.06,79.46,4.2,1
1629,24,100.0,70.25,100.0,7.1,1
1630,23,67.24,96.8,67.11,6.2,1
1631,24,100.0,69.96,88.07,9.6,1
1632,20,72.36,80.79,77.81,2.0,1
1633,25,86.54,82.97,85.27,7.5,1
1634,24,84.92,76.03,87.66,7.3,1
1635,22,69.94,71.3,70.46,3.1,1
1636,24,96.48,89.8,79.2,7.0,1
1637,18,71.41,93.5,80.21,5.7,1
1638,22,81.95,77.26,69.96,4.5,1
1639,18,71.36,59.51,76.44,3.4,1
1640,19,68.18,71.47,74.09,3.6,1
1641,21,100.0,100.0,84.44,9.1,1
1642,18,84.19,91.17,82.56,5.0,1
1643,22,90.93,90.71,68.63,6.6,1
1644,19,86.58,79.75,74.97,3.4,1
1645,18,60.99,78.59,95.34,3.4,1
1646,20,100.0,95.51,75.71,7.2,1
1647,24,46.81,61.42,84.88,2.3,1
1648,21,69.91,56.34,78.84,4.2,1
1649,18,75.71,76.13,75.38,5.1,1
1650,19,86.42,65.79,69.83,5.2,1
1651,20,80.99,61.14,80.32,4.6,1
1652,23,80.73,68.76,93.23,5.8,1
1653,19,84.08,100.0,79.69,6.4,1
1654,24,74.72,81.13,82.35,6.5,1
1655,19,59.03,73.34,84.08,3.0,1
1656,20,85.47,58.53,81.53,4.4,1
1657,19,94.14,60.07,72.22,7.4,1
1658,20,100.0,70.57,84.39,6.8,1
1659,18,64.0,84.16,86.7,2.3,1
1660,25,89.03,81.11,81.1,5.7,1
1661,20,65.16,70.18,50.07,1.0,1
1662,20,92.2,84.16,83.31,5.1,1
1663,21,100.0,79.3,86.01,8.8,1
1664,20,76.41,85.96,61.57,3.1,1
1665,20,71.5,62.31,63.17,3.3,1
1666,23,94.11,96.37,90.8,6.5,1
1667,25,77.17,71.01,67.94,1.9,1
1668,18,69.26,49.63,70.14,3.7,1
1669,24,70.32,69.62,82.11,6.2,1
1670,21,73.21,49.68,72.25,3.7,1
1671,23,93.65,87.46,79.8,4.5,1
1672,22,95.96,79.2,81.38,6.5,1
1673,25,71.28,50.66,72.0,5.8,1
1674,18,69.82,81.01,76.91,5.5,1
1675,18,90.65,66.45,82.14,4.3,1
1676,22,70.74,59.29,81.74,5.7,1
1677,24,84.49,94.54,78.94,4.8,1
1678,20,76.54,78.99,97.3,5.9,1
1679,23,93.17,68.48,83.85,4.0,1
1680,19,71.1,69.01,86.02,4.6,1
1681,21,85.43,50.84,74.67,3.0,1
1682,19,81.55,59.05,81.56,4.9,1
1683,22,77.72,85.62,73.35,3.4,1
1684,18,53.7,62.71,81.82,2.8,1
1685,24,59.47,76.76,80.12,5.5,1
1686,18,78.99,51.67,82.58,5.4,1
1687,21,87.27,63.98,84.48,6.6,1
1688,18,66.05,79.62,78.05,4.1,1
1689,18,71.51,81.93,100.0,5.8,1
1690,21,88.91,99.34,76.87,6.1,1
1691,23,88.33,93.82,76.39,5.9,1
1692,23,73.52,67.13,82.15,3.3,1
1693,21,88.7,81.58,75.84,5.3,1
1694,24,70.36,73.3,79.07,5.7,1
1695,22,76.44,99.66,71.31,5.0,1
1696,25,83.88,76.19,75.53,0.8,1
1697,18,81.58,77.94,84.63,5.3,1
1698,24,94.46,90.6,86.28,9.4,1
1699,18,100.0,90.24,84.32,4.3,1
1700,25,61.51,77.45,62.13,3.5,1
1701,22,90.06,95.8,75.75,5.7,1
1702,23,98.44,50.48,79.84,5.6,1
1703,24,83.95,87.73,75.42,7.4,1
1704,20,81.1,61.31,61.01,2.5,1
1705,20,74.68,100.0,80.54,6.5,1
1706,25,76.73,97.16,87.95,6.2,1
1707,20,82.95,74.49,89.66,4.7,1
1708,23,90.09,95.53,77.02,5.7,1
1709,25,97.51,100.0,90.07,7.1,1
1710,23,100.0,80.99,88.49,6.7,1
1711,22,72.43,97.76,85.15,2.7,1
1712,18,96.74,79.42,80.4,6.6,1
1713,22,76.28,72.13,65.41,4.9,1
1714,22,89.32,85.69,80.76,5.1,1
1715,23,82.37,71.05,72.09,5.1,1
1716,25,83.56,75.12,73.61,4.7,1
1717,25,91.44,99.11,82.39,7.4,1
1718,20,63.35,74.63,76.89,4.8,1
1719,19,62.16,48.06,76.73,2.8,1
1720,18,78.63,77.01,84.03,4.2,1
1721,23,64.33,67.84,77.86,5.4,1
1722,20,95.81,92.88,88.17,7.5,1
1723,24,92.32,86.95,82.52,6.2,1
1724,19,78.17,87.56,84.08,3.3,1
1725,19,83.79,100.0,88.49,10.0,1
1726,23,95.3,89.58,80.37,5.5,1
1727,21,100.0,74.77,82.2,7.6,1
1728,18,80.57,83.75,78.1,4.7,1
1729,19,88.41,100.0,75.93,6.1,1
1730,23,87.12,71.84,76.34,6.7,1
1731,23,92.5,100.0,91.01,7.4,1
1732,20,85.1,74.71,75.53,7.1,1
1733,24,84.75,69.88,80.85,6.7,1
1734,21,87.26,76.75,86.92,4.4,1
1735,18,100.0,80.29,74.98,3.9,1
1736,25,68.1,88.04,88.03,5.7,1
1737,22,84.66,69.16,79.07,6.9,1
1738,24,67.0,79.01,70.79,4.6,1
1739,24,100.0,73.07,71.44,7.1,1
1740,20,82.82,65.83,96.3,7.9,1
1741,25,60.17,58.46,67.31,3.2,1
1742,19,81.28,60.89,82.58,3.3,1
1743,19,96.54,80.36,71.4,4.7,1
1744,20,88.44,90.63,91.74,5.6,1
1745,23,79.05,54.32,95.65,4.0,1
1746,19,92.19,87.32,71.91,7.7,1
1747,21,96.55,63.28,72.92,5.8,1
1748,18,71.56,82.85,86.39,5.1,1
1749,24,70.18,58.83,78.3,2.1,1
1750,24,67.67,54.58,81.02,2.4,1
1751,21,70.12,86.4,76.61,5.6,1
1752,25,63.82,55.06,87.3,0.7,1
1753,19,97.08,77.21,84.94,7.0,1
1754,24,84.77,47.46,69.66,4.7,1
1755,22,100.0,100.0,90.97,11.5,1
1756,25,95.26,98.65,79.57,9.6,1
1757,18,84.03,73.87,91.93,4.6,1
1758,18,71.39,56.07,74.32,4.8,1
1759,24,82.9,95.51,87.94,7.0,1
1760,20,92.12,77.2,83.03,8.4,1
1761,25,72.88,59.66,68.48,1.7,1
1762,24,72.4,91.94,57.52,1.4,1
1763,20,75.02,62.96,82.39,3.8,1
1764,24,79.83,87.51,92.79,6.2,1
1765,22,100.0,84.75,74.67,6.0,1
1766,25,95.37,85.98,71.84,7.1,1
1767,23,76.93,71.18,81.63,2.6,1
1768,18,63.87,65.72,57.63,0.4,1
1769,24,80.59,83.36,93.16,6.7,1
1770,22,73.59,69.28,69.36,3.3,1
1771,20,70.93,81.14,63.17,1.0,1
1772,20,62.1,60.15,82.59,5.3,1
1773,18,69.11,92.06,74.89,6.6,1
1774,21,73.03,84.27,73.94,4.8,1
1775,24,79.37,80.68,81.03,4.1,1
1776,25,76.71,87.5,59.97,4.7,1
1777,19,92.68,71.79,91.74,4.3,1
1778,20,57.08,44.47,74.95,2.3,1
1779,25,68.29,69.93,66.86,3.6,1
1780,25,98.2,66.11,73.86,6.0,1
1781,23,83.11,68.02,89.13,5.6,1
1782,25,89.75,60.99,85.41,5.3,1
1783,25,94.51,63.27,87.09,3.0,1
1784,23,71.86,66.64,73.74,4.6,1
1785,20,65.81,33.27,73.57,0.6,1
1786,25,78.48,84.6,84.21,5.4,1
1787,21,69.15,100.0,91.36,7.9,1
1788,21,68.2,73.57,83.22,2.1,1
1789,22,85.21,68.96,71.86,3.8,1
1790,23,87.51,76.44,80.49,5.7,1
1791,22,93.69,77.45,80.12,7.5,1
1792,23,73.54,73.38,77.78,4.1,1
1793,24,69.24,70.36,82.79,3.6,1
1794,24,80.99,53.21,58.97,1.1,1
1795,25,75.63,95.79,89.27,5.2,1
1796,19,95.24,69.45,79.09,9.1,1
1797,24,83.43,85.42,78.74,5.6,1
1798,19,94.62,73.79,89.95,5.0,1
1799,24,91.51,99.61,83.82,5.6,1
1800,18,67.05,79.09,82.72,5.0,1
1801,24,63.32,65.88,67.35,3.4,1
1802,22,90.59,76.83,74.85,6.6,1
1803,20,80.86,76.98,88.53,5.5,1
1804,25,75.45,61.29,75.29,5.0,1
1805,22,84.16,59.8,72.04,3.0,1
1806,20,89.67,61.38,92.91,7.6,1
1807,21,84.42,67.82,74.2,6.3,1
1808,22,84.5,72.83,79.95,3.9,1
1809,21,82.25,84.6,84.34,7.0,1
1810,19,92.69,48.25,77.98,4.0,1
1811,19,67.32,68.55,72.65,3.4,1
1812,18,82.07,77.26,72.36,3.5,1
1813,24,83.84,62.55,64.37,1.5,1
1814,22,68.93,70.09,85.66,5.9,1
1815,21,65.47,58.95,67.25,1.3,1
1816,20,83.92,61.01,82.75,2.5,1
1817,19,78.97,54.76,69.8,0.8,1
1818,24,77.69,76.49,71.13,4.8,1
1819,19,71.75,100.0,77.5,4.7,1
1820,20,87.46,63.98,75.31,4.3,1
1821,24,85.54,64.88,83.87,2.9,1
1822,24,61.45,67.48,72.45,2.7,1
1823,21,70.66,69.45,79.59,5.9,1
1824,21,78.95,84.88,89.09,3.9,1
1825,22,88.09,48.35,85.27,5.6,1
1826,22,71.61,63.23,89.7,3.2,1
1827,23,87.99,86.02,90.87,5.4,1
1828,25,80.7,79.27,78.1,7.6,1
1829,23,62.45,68.75,90.32,6.2,1
1830,18,73.36,77.89,90.6,4.2,1
1831,19,82.13,87.38,93.26,5.5,1
1832,22,75.74,76.03,86.9,4.5,1
1833,21,68.41,65.39,87.74,5.0,1
1834,20,59.74,78.37,76.18,4.3,1
1835,21,73.96,69.28,72.7,4.7,1
1836,19,90.18,85.14,77.98,5.4,1
1837,23,86.56,86.8,62.68,3.0,1
1838,21,85.88,37.73,86.74,3.0,1
1839,25,63.44,67.93,72.13,2.2,1
1840,18,58.86,44.57,83.93,1.8,1
1841,19,77.77,97.1,65.35,2.6,1
1842,23,87.25,70.28,89.26,5.3,1
1843,25,78.6,78.56,72.44,3.2,1
1844,20,62.86,77.58,71.73,6.0,1
1845,23,71.63,65.66,93.22,5.1,1
1846,24,68.0,52.24,81.06,1.1,1
1847,25,88.77,97.93,84.29,6.3,1
1848,25,92.47,91.27,83.47,6.6,1
1849,18,75.44,92.32,79.52,3.0,1
1850,19,85.71,78.07,83.16,5.8,1
1851,20,75.75,73.36,70.26,3.3,1
1852,18,87.46,72.39,77.1,5.2,1
1853,23,75.63,64.06,90.69,2.5,1
1854,18,69.86,51.7,94.18,1.4,1
1855,25,74.92,73.61,90.9,4.2,1
1856,19,80.21,64.93,83.43,4.8,1
1857,22,82.45,77.9,75.7,4.2,1
1858,18,75.47,69.84,68.81,2.6,1
1859,24,81.41,76.05,72.54,4.2,1
1860,18,94.93,96.6,76.57,5.5,1
